floor,total floor,years of house,Square footage,building present situation pattern - hall,Transfer building present situation pattern - compartmented,Transfer Management organization,School,0.257-11,Distance To Bay,parking space,logY
4,5,44,9.075,0,1,0,0.67632531,1,1.112770892,0,3.27125393
5,5,34,22.9174,1,1,0,0.385438934,2,1.449679456,0,3.236149048
11,12,17,47.8071,2,1,1,0.928673668,6,0.108835403,0,3.696964254
29,41,17,13.403775,1,1,1,0.928673668,6,0.108835403,0,3.863434576
15,27,17,68.991175,2,1,1,0.546246659,2,0.978960677,1,3.445730964
16,22,15,12.574925,1,1,1,0.546246659,2,0.978960677,0,3.77379455
3,5,43,12.1,1,1,0,0.67632531,1,1.112770892,0,3.250118197
3,7,33,9.4743,0,1,1,0.928673668,6,0.108835403,0,3.479808637
18,19,6,33.834625,2,1,1,0.508133014,6,1.39540754,0,3.760475227
4,13,15,21.347425,2,1,1,0.676633362,7,1.252851982,0,3.85315152
5,5,36,26.108775,0,1,0,0.546246659,2,0.978960677,0,3.325428367
4,22,19,25.455375,2,1,1,0.91597149,5,0.033539262,0,3.645977494
14,14,9,29.883975,2,1,1,0.546246659,2,0.978960677,0,3.733483622
5,19,6,14.10255,1,1,1,0.508133014,6,1.39540754,0,3.471967421
2,5,29,31.124225,2,1,0,0.830127474,1,1.266470642,0,3.284792817
6,22,15,26.45665,2,1,1,0.546246659,2,0.978960677,0,3.65836046
4,5,30,22.3608,2,1,0,0.426398957,7,1.213320507,0,3.522530332
5,5,29,28.1567,2,1,0,0.648766407,7,0.053924403,0,3.815388904
2,4,37,26.7047,2,1,0,0.776304526,5,1.431066988,0,3.395644516
4,4,37,22.303325,2,1,0,0.759133961,5,1.43568846,0,3.743591453
2,14,9,44.40095,2,1,1,0.426398957,7,1.213320507,1,3.807342024
17,17,17,9.338175,1,1,1,0.928673668,6,0.108835403,0,3.971129874
9,22,19,22.5786,1,1,1,0.91597149,5,0.033539262,0,3.595441485
10,23,18,17.7265,2,1,1,0.546246659,2,0.978960677,0,3.728512465
6,17,17,11.286275,1,1,1,0.928673668,6,0.108835403,0,3.736113052
11,19,6,21.879825,1,1,1,0.928673668,6,0.108835403,0,4.054792833
4,5,27,38.366075,2,1,0,0.346990414,7,1.304227816,0,3.670281851
8,14,9,22.037125,2,1,1,0.546246659,2,0.978960677,0,3.760609764
17,22,18,8.228,0,1,1,0.928673668,6,0.108835403,0,3.762397802
3,4,33,24.9865,0,1,0,0.771527543,8,0.053558575,0,3.653778433
9,12,29,12.381325,1,1,0,0.928673668,6,0.108835403,0,3.575982947
6,14,7,33.51095,2,1,1,0.928673668,6,0.108835403,0,3.79029457
3,5,23,23.0021,2,1,0,0.501919228,4,1.309216376,0,3.488482501
8,23,18,12.0153,1,1,1,0.546246659,2,0.978960677,0,3.73244976
3,14,11,26.907375,2,1,1,0.928673668,6,0.108835403,0,3.801757563
1,4,38,18.271,0,0,0,0.830127474,1,1.266470642,0,3.437283314
1,4,38,18.271,0,0,0,0.830127474,1,1.266470642,0,3.437283314
2,4,38,18.7066,2,1,0,0.830127474,1,1.266470642,0,3.108294033
4,5,24,39.21005,2,1,0,0.400861834,1,0.814790194,0,2.936649025
5,5,24,38.747225,2,1,0,0.400861834,1,0.814790194,0,3.259405328
4,12,21,18.20445,2,1,1,0.546246659,2,0.978960677,0,3.675088208
1,5,34,26.9951,2,1,0,0.418046217,2,1.984566664,0,2.912924799
9,12,6,17.3756,1,1,1,0.928673668,6,0.108835403,1,3.72053263
13,25,12,17.548025,1,1,1,0.928673668,6,0.108835403,0,4.108178324
3,5,43,11.64625,1,1,0,0.67632531,1,1.112770892,0,3.508970997
20,22,15,26.45665,2,1,1,0.546246659,2,0.978960677,0,3.643639254
8,26,20,21.619675,2,1,1,0.546246659,2,0.978960677,0,3.548626665
1,9,19,41.251925,2,1,1,0.38661113,2,1.40665249,1,3.356324017
14,22,16,17.548025,1,1,1,0.546246659,2,0.978960677,0,3.751857143
17,23,18,13.155725,0,1,1,0.546246659,2,0.978960677,0,3.653930921
3,12,6,12.77155,1,1,1,0.928673668,6,0.108835403,0,4.019131029
3,26,20,53.515275,2,1,1,0.546246659,2,0.978960677,1,3.240052056
9,13,19,11.697675,0,1,1,0.676633362,7,1.252851982,0,3.713765958
13,22,18,8.228,1,1,1,0.928673668,6,0.108835403,0,3.632982791
8,22,18,18.915325,1,1,1,0.928673668,6,0.108835403,0,3.827273241
7,34,14,17.493575,1,1,0,0.928673668,6,0.108835403,0,3.713930322
11,12,7,26.40825,2,1,1,0.676633362,7,1.252851982,1,3.749555418
4,19,6,28.208125,1,1,1,0.508133014,6,1.39540754,0,3.688775866
4,5,35,33.846725,2,1,0,0.727240777,5,0.048694232,0,3.511529068
13,19,6,63.255775,2,1,1,0.508133014,6,1.39540754,1,3.713482993
5,5,35,29.73575,2,1,0,0.798779127,6,0.199090718,0,3.387271553
2,5,34,17.118475,2,1,0,0.684711341,5,0.090462185,0,3.641600255
4,5,28,30.43755,2,1,0,0.699231757,2,1.127421334,0,3.640875368
4,4,38,20.784775,1,1,0,0.676633362,7,1.252851982,0,3.396763696
13,21,18,33.205425,2,1,1,0.546246659,2,0.978960677,0,3.588367586
1,14,16,36.835425,0,1,1,0.907026237,4,0.313001271,0,3.731020644
17,22,15,30.458725,1,1,1,0.546246659,2,0.978960677,0,3.64019817
7,17,17,9.356325,1,1,1,0.928673668,6,0.108835403,0,3.828560943
5,15,7,22.8569,1,1,1,0.546246659,2,0.978960677,0,3.79127719
8,22,18,10.203325,0,1,1,0.928673668,6,0.108835403,0,3.549976724
9,22,19,31.456975,1,1,1,0.91597149,5,0.033539262,0,3.591440034
18,22,15,25.467475,2,1,1,0.546246659,2,0.978960677,0,3.650627325
11,14,9,49.135075,2,1,1,0.426398957,7,1.213320507,1,3.73059993
4,12,21,30.1653,2,1,1,0.928673668,6,0.108835403,0,3.748052232
3,4,39,30.2016,2,1,0,0.721597352,6,1.735844238,0,3.64413525
20,22,15,13.694175,1,1,1,0.546246659,2,0.978960677,0,3.70863167
6,19,4,74.188125,2,1,1,0.676633362,7,1.252851982,1,3.793310924
11,23,18,29.30015,1,1,1,0.928673668,6,0.108835403,0,3.720204447
13,23,18,38.0787,2,1,1,0.546246659,2,0.978960677,0,3.414862547
6,12,7,47.549975,2,1,1,0.546246659,2,0.978960677,1,3.579275147
13,34,14,15.11895,1,1,1,0.928673668,6,0.108835403,0,3.937067578
7,12,13,33.538175,2,1,1,0.546246659,2,0.978960677,0,3.65438299
3,23,18,12.943975,1,1,1,0.546246659,2,0.978960677,0,3.619270224
7,22,18,21.44725,2,1,1,0.928673668,6,0.108835403,0,3.779695238
6,12,29,34.602975,2,1,0,0.928673668,6,0.108835403,0,3.581023971
24,25,3,44.258775,2,1,1,0.928673668,6,0.108835403,1,3.778459267
14,23,18,13.53385,1,1,1,0.546246659,2,0.978960677,0,3.636121993
8,14,9,22.037125,2,1,1,0.546246659,2,0.978960677,0,3.749994371
26,41,17,26.126925,2,1,1,0.928673668,6,0.108835403,0,3.911855099
10,14,9,33.01485,1,1,1,0.546246659,2,0.978960677,1,3.499737614
6,13,16,45.535325,1,1,1,0.928673668,6,0.108835403,0,3.73402986
6,14,19,11.04125,1,1,1,0.676633362,7,1.252851982,0,3.774314766
3,5,35,26.048275,2,1,0,0.689532401,7,1.352114822,0,3.444521967
5,12,7,14.17515,1,1,1,0.676633362,7,1.252851982,0,3.954044471
2,23,18,13.9392,1,1,0,0.546246659,2,0.978960677,0,3.505048494
10,10,20,39.66985,2,1,1,0.676633362,7,1.252851982,0,3.465920732
10,16,16,27.35205,2,1,1,0.546246659,2,0.978960677,0,3.576055445
14,22,15,21.492625,1,1,1,0.546246659,2,0.978960677,0,3.690956642
6,22,16,43.91695,2,1,1,0.546246659,2,0.978960677,0,3.421043376
22,41,17,13.403775,1,1,1,0.928673668,6,0.108835403,0,4.042250702
5,5,36,23.531475,1,1,0,0.928673668,6,0.108835403,0,3.102258266
10,27,17,59.190175,2,1,1,0.546246659,2,0.978960677,0,3.566166641
5,14,9,29.871875,2,1,1,0.546246659,2,0.978960677,0,3.683001243
13,21,16,8.8814,1,1,1,0.546246659,2,0.978960677,0,3.829465936
4,7,14,55.98065,2,1,1,0.551919167,6,1.348752678,1,3.627530409
4,7,23,42.310675,2,1,1,0.937716511,6,0.20537172,1,3.688810719
33,41,17,13.403775,1,1,1,0.928673668,6,0.108835403,0,3.868122789
26,41,17,13.403775,1,1,1,0.928673668,6,0.108835403,0,3.828365844
4,4,36,27.4186,2,1,0,0.850769019,5,0.103040405,0,3.521183413
3,5,17,55.19415,2,1,0,0.922336092,4,1.446636591,0,3.400816623
5,5,29,35.044625,2,1,0,0.546246659,2,0.978960677,0,3.366065607
4,15,5,19.381175,1,1,1,0.546246659,2,0.978960677,0,3.962648797
5,19,6,14.10255,1,1,1,0.508133014,6,1.39540754,0,3.471967421
11,21,16,34.1099,2,1,1,0.546246659,2,0.978960677,0,3.811319158
9,14,9,38.02425,2,1,1,0.426398957,7,1.213320507,1,3.741423166
2,8,16,25.94845,2,1,1,0.146506404,2,1.697627666,0,3.574706686
7,10,20,28.873625,2,1,1,0.676633362,7,1.252851982,0,3.357139152
5,22,15,37.5463,2,1,1,0.546246659,2,0.978960677,1,3.366104499
1,4,36,21.78,2,1,0,0.928673668,6,0.108835403,0,3.367549115
22,41,17,26.126925,2,1,0,0.928673668,6,0.108835403,0,3.848649247
19,19,6,20.355225,1,1,1,0.928673668,6,0.108835403,0,3.951133672
8,12,30,22.763125,2,1,1,0.928673668,6,0.108835403,0,3.491944348
11,14,24,56.73085,2,1,1,0.42426828,4,1.308868128,0,3.514827303
17,19,6,46.47005,2,1,1,0.508133014,6,1.39540754,1,3.620801606
14,14,9,42.3621,2,1,1,0.546246659,2,0.978960677,1,3.571862354
17,19,6,49.080625,2,1,1,0.508133014,6,1.39540754,1,3.618104375
10,12,30,11.36795,1,1,1,0.928673668,6,0.108835403,0,3.66360202
4,5,30,30.84895,2,1,0,0.928673668,6,0.108835403,0,3.797723524
14,14,14,94.4042,3,1,1,0.676633362,7,1.252851982,1,3.719710418
12,22,15,37.1833,2,1,1,0.546246659,2,0.978960677,0,3.680677796
5,12,7,11.25905,0,1,1,0.676633362,7,1.252851982,0,3.944024277
10,12,6,13.54595,1,1,1,0.928673668,6,0.108835403,0,3.964159226
2,4,35,29.71155,2,1,0,0.845512686,4,1.499339189,0,3.443338518
4,4,36,20.6063,0,1,0,0.892314005,6,0.056862101,0,3.831503137
5,21,16,20.5095,2,1,1,0.546246659,2,0.978960677,0,3.846575679
23,41,17,14.48975,1,1,1,0.928673668,6,0.108835403,0,3.445733858
11,22,18,9.56505,0,1,1,0.928673668,6,0.108835403,0,3.73226075
2,14,9,21.807225,2,1,1,0.546246659,2,0.978960677,0,3.763433438
18,23,18,13.15875,1,1,1,0.546246659,2,0.978960677,0,3.639835981
3,16,17,22.200475,1,1,0,0.928673668,6,0.108835403,0,3.75550634
4,14,9,31.5205,2,1,1,0.426398957,7,1.213320507,0,3.623919319
4,13,16,39.8695,2,1,1,0.928673668,6,0.108835403,0,3.734889138
18,19,6,13.077075,1,1,1,0.928673668,6,0.108835403,0,4.019546218
4,12,21,24.844325,2,1,1,0.928673668,6,0.108835403,0,3.729376928
35,41,17,16.0083,1,1,1,0.928673668,6,0.108835403,0,3.868085667
9,15,7,52.105625,2,1,1,0.546246659,2,0.978960677,1,3.503820163
9,12,7,42.020275,2,1,1,0.676633362,7,1.252851982,1,3.521681628
4,7,34,10.37575,1,1,1,0.928673668,6,0.108835403,0,3.826735581
9,14,9,21.8042,1,1,1,0.546246659,2,0.978960677,0,3.665254076
10,19,6,19.65645,1,1,1,0.928673668,6,0.108835403,0,3.968240072
4,16,17,10.511875,1,1,1,0.928673668,6,0.108835403,0,3.842943918
4,4,36,21.78,1,1,1,0.928673668,6,0.108835403,0,3.912739002
6,25,12,14.9919,2,1,1,0.928673668,6,0.108835403,0,4.111405158
15,41,17,15.7542,1,1,1,0.928673668,6,0.108835403,0,3.665740862
16,16,20,40.852625,2,1,1,0.546246659,2,0.978960677,0,3.559543037
6,12,7,14.601675,1,1,1,0.676633362,7,1.252851982,0,3.945053779
23,26,20,21.619675,1,1,1,0.546246659,2,0.978960677,0,3.803300127
2,23,18,13.373525,0,1,1,0.546246659,2,0.978960677,0,3.713679663
2,14,8,26.199525,1,1,0,0.928673668,6,0.108835403,0,3.836099031
10,23,18,30.57065,2,1,1,0.928673668,6,0.108835403,0,3.845788301
6,14,9,31.475125,2,1,1,0.426398957,7,1.213320507,0,3.625321491
11,12,20,9.640675,1,1,1,0.928673668,6,0.108835403,0,3.576511226
5,5,33,20.942075,1,1,0,0.676633362,7,1.252851982,0,3.138136426
4,5,34,24.4541,1,1,0,0.437287208,4,1.997085269,0,3.517923579
13,22,16,17.535925,0,0,1,0.546246659,2,0.978960677,0,3.601171096
17,22,15,25.467475,2,1,1,0.546246659,2,0.978960677,0,3.695501713
1,5,29,31.07885,2,1,0,0.282050448,3,1.49646373,0,3.775825092
9,26,20,31.8956,2,1,1,0.546246659,2,0.978960677,0,3.49588108
4,4,38,24.535775,1,1,0,0.195770495,5,1.581448308,0,3.425970436
12,22,18,10.203325,0,0,1,0.928673668,6,0.108835403,0,3.791418265
10,21,17,10.814375,0,1,1,0.928673668,6,0.108835403,0,3.966187802
9,14,9,35.4893,2,1,1,0.546246659,2,0.978960677,1,3.655878473
4,12,7,14.4353,1,1,1,0.676633362,7,1.252851982,0,3.908790003
8,41,17,27.784625,2,1,1,0.928673668,6,0.108835403,0,3.828400286
11,21,16,24.245375,2,1,1,0.546246659,2,0.978960677,0,3.743485523
17,19,6,18.485775,1,1,1,0.928673668,6,0.108835403,0,4.066311759
8,12,21,38.323725,2,1,1,0.546246659,2,0.978960677,0,3.575272555
2,5,25,43.835275,2,1,0,0.546246659,2,0.978960677,0,3.300290488
24,41,17,13.403775,1,1,1,0.928673668,6,0.108835403,0,3.805391559
24,41,17,13.403775,1,1,1,0.928673668,6,0.108835403,0,3.805391559
11,12,24,42.7977,2,1,1,0.928673668,6,0.108835403,1,3.805052177
14,14,9,27.639425,1,1,1,0.546246659,2,0.978960677,1,3.604030473
9,12,24,43.00945,2,1,1,0.928673668,6,0.108835403,1,3.66394366
18,19,6,24.856425,2,1,1,0.508133014,6,1.39540754,0,3.828782086
12,26,20,46.7181,2,1,1,0.546246659,2,0.978960677,1,3.361294205
16,21,1,75.882125,2,1,1,0.546246659,2,0.978960677,1,3.780910233
8,21,17,11.153175,1,1,1,0.928673668,6,0.108835403,0,3.732790071
5,12,19,38.220875,1,1,1,0.46617103,4,1.323596342,0,3.622202337
8,12,30,20.694025,1,1,1,0.928673668,6,0.108835403,0,3.71267474
2,14,15,50.0577,2,1,0,0.676633362,7,1.252851982,1,3.675176552
17,21,14,22.684475,2,1,1,0.546246659,2,0.978960677,0,3.945370053
3,5,32,28.798,1,1,0,0.830127474,1,1.266470642,0,3.275375488
9,22,15,30.2016,2,1,1,0.546246659,2,0.978960677,0,3.631065465
14,14,9,41.2973,2,1,1,0.426398957,7,1.213320507,1,3.667096072
1,4,37,33.22055,1,1,0,0.546246659,2,0.978960677,0,3.43726729
6,6,18,35.9491,2,1,1,0.240749696,2,1.610776374,1,3.557515921
14,41,17,14.48975,1,1,1,0.928673668,6,0.108835403,0,3.833074352
3,5,25,43.835275,2,1,0,0.546246659,2,0.978960677,0,3.34551599
25,26,20,24.41175,1,1,1,0.546246659,2,0.978960677,0,3.4698695
13,22,15,12.508375,1,1,1,0.546246659,2,0.978960677,0,3.673113046
22,22,15,40.060075,2,1,1,0.546246659,2,0.978960677,1,3.479785551
11,13,19,10.99285,0,1,1,0.699231757,2,1.127421334,0,3.691783601
18,34,14,20.14045,1,1,1,0.928673668,6,0.108835403,0,3.799820576
13,15,5,26.683525,2,1,1,0.546246659,2,0.978960677,0,3.891201212
15,21,16,8.8814,1,1,0,0.546246659,2,0.978960677,0,3.799678293
3,5,30,28.462225,2,1,0,0.370072571,5,2.049617573,0,3.474123007
9,12,7,21.135675,1,1,1,0.676633362,7,1.252851982,0,3.988816881
7,19,6,16.749425,0,1,1,0.928673668,6,0.108835403,0,3.862176302
9,12,7,37.83065,2,1,1,0.676633362,7,1.252851982,1,3.798079724
6,14,9,37.803425,2,1,1,0.426398957,7,1.213320507,1,3.743985399
4,5,29,30.7461,2,1,0,0.546246659,2,0.978960677,0,3.410223366
5,14,10,29.690375,2,1,1,0.426398957,7,1.213320507,0,3.656425027
12,12,20,9.156675,1,1,1,0.928673668,6,0.108835403,0,3.794714941
2,14,8,33.526075,2,1,1,0.928673668,6,0.108835403,0,3.720067152
5,5,29,26.1481,2,1,0,0.546246659,2,0.978960677,0,3.523107562
11,13,19,16.404575,1,1,1,0.676633362,7,1.252851982,0,3.6344221
15,22,19,17.898925,1,1,1,0.91597149,5,0.033539262,0,3.82199811
2,5,28,29.998925,2,1,0,0.386718258,2,1.902669349,0,3.49654231
14,21,16,8.8814,1,1,0,0.546246659,2,0.978960677,0,3.784444987
2,13,15,20.9451,3,1,1,0.551919167,6,1.348752678,0,3.962019543
10,34,14,24.85945,1,1,1,0.928673668,6,0.108835403,0,3.783314927
10,41,17,13.403775,1,1,1,0.928673668,6,0.108835403,0,3.738460172
2,5,29,30.004975,2,1,0,0.937716511,6,0.20537172,0,3.420839609
3,5,35,26.441525,2,1,0,0.928673668,6,0.108835403,0,3.593498056
16,26,20,45.783375,2,1,1,0.546246659,2,0.978960677,1,3.696738026
4,4,37,24.62955,2,1,0,0.21840916,6,1.444227878,0,3.879968913
8,8,31,32.267675,2,1,1,0.676633362,7,1.252851982,0,3.642545434
22,22,15,12.508375,1,1,1,0.546246659,2,0.978960677,0,3.614581168
15,22,19,25.455375,1,1,1,0.91597149,5,0.033539262,0,3.73423065
12,12,23,51.80615,2,1,1,0.928673668,6,0.108835403,0,3.603050451
20,41,17,13.403775,1,1,1,0.928673668,6,0.108835403,0,3.790338686
3,5,34,31.063725,2,1,0,0.676633362,7,1.252851982,0,3.502305551
12,13,19,24.9381,1,1,1,0.699231757,2,1.127421334,0,3.691296623
15,19,6,40.410975,2,1,1,0.508133014,6,1.39540754,0,3.67264633
5,5,18,40.156875,2,1,1,0.439919644,2,1.659348436,1,3.413941057
2,5,29,32.07105,1,1,0,0.279622561,4,1.494315888,0,3.421709904
15,15,7,42.2653,2,1,0,0.546246659,2,0.978960677,1,3.480251739
20,22,15,22.472725,1,1,1,0.546246659,2,0.978960677,0,3.649817403
4,5,34,34.179475,3,1,0,0.676633362,7,1.252851982,0,3.365250469
2,5,33,30.476875,2,1,0,0.964570613,5,0.028976985,0,3.473108607
2,5,29,23.573825,2,1,0,0.546246659,2,0.978960677,0,3.535135
15,21,17,30.6372,2,1,1,0.928673668,6,0.108835403,1,3.563091189
11,25,4,41.76315,2,1,1,0.928673668,6,0.108835403,1,3.745455898
14,22,16,35.746425,2,1,1,0.546246659,2,0.978960677,0,3.635657185
10,22,15,13.1769,0,1,1,0.546246659,2,0.978960677,0,3.634495245
2,14,7,33.5775,2,1,1,0.546246659,2,0.978960677,0,3.64355018
9,22,16,17.602475,1,1,1,0.546246659,2,0.978960677,0,3.707876243
8,9,16,60.016,2,1,1,0.426398957,7,1.213320507,1,3.257840163
18,23,18,29.5482,2,1,1,0.928673668,6,0.108835403,0,3.728379236
10,22,15,37.6431,2,1,1,0.546246659,2,0.978960677,1,3.438865869
4,4,39,22.3124,2,1,0,0.759899299,2,1.187726606,0,3.375381011
12,15,5,19.381175,1,1,1,0.546246659,2,0.978960677,0,3.848462107
2,4,30,32.3675,2,1,0,0.434459386,3,1.985811351,0,3.532586023
11,12,20,9.120375,1,1,1,0.928673668,6,0.108835403,0,3.600990411
4,7,22,20.87855,2,1,0,0.546284565,3,1.140310384,0,3.659395973
7,14,7,22.6028,2,1,1,0.546246659,2,0.978960677,0,3.730571193
9,14,15,34.681625,1,1,1,0.928673668,6,0.108835403,1,3.77675054
4,19,7,49.080625,2,1,1,0.508133014,6,1.39540754,1,3.550246505
6,7,23,12.478125,1,1,1,0.928673668,6,0.108835403,0,3.545554636
7,11,11,17.481475,1,1,1,0.928673668,6,0.108835403,0,3.96049064
10,15,7,33.7469,2,1,1,0.546246659,2,0.978960677,0,3.691742947
20,22,16,17.548025,1,1,1,0.546246659,2,0.978960677,0,3.710898471
7,14,7,28.062925,1,1,1,0.833684897,1,0.724957857,1,3.384639838
9,12,25,46.99035,2,1,1,0.676633362,7,1.252851982,0,3.798316168
4,7,25,40.501725,2,1,1,0.928673668,6,0.108835403,0,3.694071118
3,4,37,25.8093,2,1,0,0.778219795,6,1.738866741,0,3.014203707
14,14,9,46.08285,2,1,1,0.546246659,2,0.978960677,1,3.963592376
4,5,30,28.081075,2,1,0,0.763254306,1,1.199300071,0,3.169313674
18,19,7,43.230275,2,1,1,0.508133014,6,1.39540754,1,3.64273485
4,23,18,34.1099,2,1,1,0.928673668,6,0.108835403,1,3.538677943
4,4,38,21.78,2,1,0,0.611461288,9,0.029058537,0,3.574165052
9,25,4,62.076025,2,1,1,0.928673668,6,0.108835403,1,3.698911371
10,12,7,20.421775,1,1,1,0.676633362,7,1.252851982,0,3.773969827
23,25,13,54.20195,2,1,1,0.546246659,2,0.978960677,0,3.928166121
23,26,20,36.72955,2,1,1,0.546246659,2,0.978960677,1,3.475374917
3,5,34,20.349175,1,1,0,0.699231757,2,1.127421334,0,3.46446904
2,4,37,23.79465,1,1,0,0.652017153,4,1.842029211,0,3.637141412
26,41,17,13.403775,1,1,1,0.928673668,6,0.108835403,0,3.790338686
3,14,16,14.21145,1,1,1,0.907026237,4,0.313001271,0,3.716215011
5,7,23,40.60155,2,1,1,0.928673668,6,0.108835403,0,3.569009805
4,12,23,48.8356,2,1,1,0.928673668,6,0.108835403,0,3.376155571
11,11,11,18.086475,1,1,1,0.928673668,6,0.108835403,0,3.913970327
6,22,16,44.071225,2,1,1,0.546246659,2,0.978960677,0,3.536750402
2,5,30,26.762175,2,1,0,0.571310872,9,0.049263257,0,3.694724321
2,26,20,24.1274,1,1,1,0.546246659,2,0.978960677,0,3.589878007
7,15,5,26.60185,2,1,1,0.546246659,2,0.978960677,0,3.828573362
12,14,9,27.58195,2,1,1,0.426398957,7,1.213320507,0,3.849553682
14,26,20,49.322625,1,1,1,0.546246659,2,0.978960677,0,3.057517215
7,11,11,18.3436,1,1,1,0.928673668,6,0.108835403,0,3.891271883
18,22,20,22.5786,2,1,1,0.91597149,5,0.033539262,0,3.768076143
2,12,7,17.90195,1,1,1,0.676633362,7,1.252851982,0,3.871908726
11,12,7,14.347575,1,1,1,0.676633362,7,1.252851982,0,3.95562199
9,12,25,45.753125,2,1,1,0.928673668,6,0.108835403,0,3.58269329
16,22,16,17.602475,1,1,0,0.546246659,2,0.978960677,0,3.679609903
19,22,15,22.551375,2,1,1,0.546246659,2,0.978960677,0,3.672670367
17,19,7,40.410975,2,1,1,0.508133014,6,1.39540754,0,3.663170047
10,14,7,41.741975,2,1,1,0.546246659,2,0.978960677,1,3.562694778
4,5,35,19.5899,1,1,0,0.418046217,2,1.984566664,0,2.937379885
4,5,29,28.044775,1,1,0,0.611664791,5,1.368490549,0,3.296940114
9,12,18,15.19155,0,1,1,0.546246659,2,0.978960677,1,3.75652766
16,41,17,13.403775,1,1,1,0.928673668,6,0.108835403,0,3.807050199
10,13,9,54.132375,2,1,1,0.928673668,6,0.108835403,1,3.737921449
1,5,22,19.5052,1,1,1,0.76863338,6,0.163393118,0,3.853154603
11,16,21,19.29345,1,1,1,0.546246659,2,0.978960677,0,3.645929273
12,21,14,22.684475,2,1,1,0.546246659,2,0.978960677,0,3.928168057
4,14,7,17.18805,0,1,1,0.833684897,1,0.724957857,0,3.561324861
6,16,21,13.899875,1,1,1,0.546246659,2,0.978960677,0,3.797678126
22,22,16,17.8717,1,1,1,0.546246659,2,0.978960677,0,3.646013065
5,5,36,25.37975,2,1,0,0.804865571,7,0.240377915,0,3.505834323
17,17,18,9.338175,1,1,1,0.928673668,6,0.108835403,0,3.85115861
13,14,9,36.345375,2,1,1,0.546246659,2,0.978960677,1,3.641359376
9,15,5,26.60185,2,1,1,0.546246659,2,0.978960677,0,3.87097626
4,5,34,26.5958,2,1,0,0.349216934,7,1.295292605,0,3.523412996
5,5,35,30.65535,2,1,0,0.455263352,4,1.979177798,0,3.444808509
7,19,7,35.68895,2,1,1,0.508133014,6,1.39540754,0,3.76189327
5,5,35,25.304125,2,1,0,0.946476186,3,1.385672294,0,3.285675438
21,22,15,23.45585,1,1,1,0.546246659,2,0.978960677,1,3.327155041
3,4,38,24.805,2,1,0,0.546246659,2,0.978960677,0,3.346875923
2,4,37,22.8327,2,1,0,0.17658631,7,1.463017776,0,3.654941996
5,14,9,22.037125,2,1,1,0.546246659,2,0.978960677,0,3.733856957
20,21,16,33.2145,2,1,1,0.546246659,2,0.978960677,0,3.72917889
1,5,28,25.509825,2,1,0,0.378726348,6,1.314962988,0,3.476937493
6,26,20,38.511275,2,1,1,0.546246659,2,0.978960677,0,3.611334762
12,14,10,37.137925,2,1,1,0.426398957,7,1.213320507,1,3.839582254
3,14,7,17.78095,1,1,1,0.833684897,1,0.724957857,0,3.56406364
20,23,18,12.65055,1,1,1,0.546246659,2,0.978960677,0,3.588405209
17,18,18,55.03685,2,1,1,0.546246659,2,0.978960677,1,3.41259801
10,14,9,27.6001,2,1,1,0.426398957,7,1.213320507,0,3.737148349
3,7,22,27.663625,2,1,0,0.546246659,2,0.978960677,0,3.468474497
2,23,18,13.627625,1,1,1,0.546246659,2,0.978960677,0,3.494094218
11,19,7,16.93395,0,0,1,0.928673668,6,0.108835403,0,3.991714959
8,22,15,30.271175,2,1,1,0.546246659,2,0.978960677,0,3.693349104
10,14,8,42.806775,2,1,1,0.928673668,6,0.108835403,1,3.804844875
3,14,7,17.18805,1,1,1,0.833684897,1,0.724957857,0,3.612850449
13,19,7,24.856425,2,1,1,0.508133014,6,1.39540754,0,3.728901706
8,14,9,25.7004,1,1,1,0.546246659,2,0.978960677,0,3.654929197
22,41,17,12.1847,1,1,1,0.928673668,6,0.108835403,0,3.831649377
15,22,18,12.756425,1,1,1,0.928673668,6,0.108835403,0,3.759795642
9,23,18,26.52925,2,1,1,0.928673668,6,0.108835403,0,3.605756806
11,14,14,43.218175,2,1,1,0.928673668,6,0.108835403,1,3.65024854
5,5,45,8.92375,1,1,0,0.67632531,1,1.112770892,0,3.694393709
19,21,2,21.637825,1,1,0,0.546246659,2,0.978960677,0,3.929202191
3,5,32,27.67875,2,1,0,0.830127474,1,1.266470642,0,3.33564855
4,5,36,26.108775,2,1,0,0.546246659,2,0.978960677,0,3.513218791
4,12,7,16.531625,1,1,1,0.676633362,7,1.252851982,1,3.658583268
1,5,30,27.7937,0,0,0,0.42426828,4,1.308868128,0,3.703209149
12,25,12,21.686225,1,1,1,0.928673668,6,0.108835403,1,3.634681334
11,26,20,31.8956,2,1,1,0.546246659,2,0.978960677,0,3.564753805
24,41,17,16.0083,1,1,1,0.928673668,6,0.108835403,0,3.757782389
11,34,15,16.4197,1,1,1,0.928673668,6,0.108835403,0,3.688318537
4,13,15,16.83715,1,1,1,0.676633362,7,1.252851982,0,3.773335753
13,23,18,17.7265,1,1,1,0.546246659,2,0.978960677,0,3.518072596
23,41,17,26.126925,2,1,1,0.928673668,6,0.108835403,0,3.888618538
10,14,10,29.690375,2,1,1,0.426398957,7,1.213320507,0,3.629984556
15,16,17,22.869,1,1,1,0.928673668,6,0.108835403,0,3.893860014
13,41,17,16.0083,1,1,1,0.928673668,6,0.108835403,0,3.720659059
8,26,20,24.41175,2,1,1,0.546246659,2,0.978960677,0,3.543575657
