floor,total floor,years of house,Square footage,building present situation pattern - hall,Transfer building present situation pattern - compartmented,Transfer Management organization,School,0.257-11,Distance To Bay,parking space,logY
10,19,17,11.649275,1,1,1,0.676633362,7,1.252851982,0,3.977132121
15,22,17,28.105275,2,1,1,0.546246659,2,0.978960677,0,3.574898461
7,12,19,31.59915,2,1,1,0.928673668,6,0.108835403,0,3.328607253
6,14,8,33.550275,2,1,1,0.546246659,2,0.978960677,0,3.604606633
4,5,37,25.37975,1,1,0,0.804865571,7,0.240377915,0,3.54070618
3,12,8,14.8709,1,1,1,0.676633362,7,1.252851982,0,3.82982407
16,17,19,9.338175,0,1,1,0.928673668,6,0.108835403,0,3.938295513
2,5,37,25.62175,1,1,0,0.937716511,6,0.20537172,0,3.329710145
3,22,17,25.467475,2,1,1,0.546246659,2,0.978960677,0,3.598284973
1,4,39,26.3054,0,1,0,0.219653808,6,1.420025445,0,3.688013668
8,12,8,14.601675,1,1,1,0.676633362,7,1.252851982,0,3.749553203
3,15,3,26.072475,1,1,1,0.928673668,6,0.108835403,0,3.984113116
7,41,19,13.403775,1,1,1,0.928673668,6,0.108835403,0,3.645526238
3,4,39,22.3366,2,1,0,0.776994175,5,0.125814371,0,3.536698969
21,22,17,22.472725,2,1,1,0.546246659,2,0.978960677,0,3.714755457
9,12,25,50.944025,2,1,1,0.928673668,6,0.108835403,1,3.610395263
4,5,46,9.075,1,1,0,0.67632531,1,1.112770892,0,3.389466771
7,19,8,28.208125,2,1,1,0.508133014,6,1.39540754,0,3.650838069
12,14,14,50.7716,2,1,1,0.546246659,2,0.978960677,1,2.929936722
6,19,8,64.8439,2,1,1,0.508133014,6,1.39540754,1,3.494165965
1,5,30,31.8351,2,1,0,0.368727379,5,1.298050039,0,3.687646642
4,5,34,27.415575,2,1,0,0.699231757,2,1.127421334,0,3.318800796
2,4,40,14.53815,1,1,0,0.729463409,5,1.451883871,0,3.556728498
1,5,24,30.797525,2,1,1,0.76863338,6,0.163393118,1,3.460931712
13,21,3,61.00215,2,1,1,0.546246659,2,0.978960677,1,3.628451029
10,10,0,15.69975,2,1,1,0.240749696,2,1.610776374,0,3.87134929
1,5,28,36.551075,2,1,1,0.912752479,6,0.222359714,0,3.584060177
8,22,17,28.1688,2,1,1,0.546246659,2,0.978960677,0,3.49499863
3,5,31,32.4522,2,1,0,0.855263806,7,0.022620991,0,3.045924251
2,14,9,52.323425,2,1,1,0.928673668,6,0.108835403,1,3.001311617
31,41,19,12.05765,1,1,1,0.928673668,6,0.108835403,0,3.85954046
3,22,17,17.578275,1,1,1,0.546246659,2,0.978960677,0,3.651861317
2,4,39,16.7706,2,1,0,0.879587019,4,1.405323995,0,3.548166274
13,21,18,11.153175,2,1,1,0.928673668,6,0.108835403,0,3.918269697
6,14,11,36.889875,2,1,1,0.546246659,2,0.978960677,1,3.586417048
3,12,8,36.768875,2,1,1,0.676633362,7,1.252851982,1,3.637265203
3,5,46,9.075,1,1,0,0.67632531,1,1.112770892,0,3.351594215
6,12,24,16.815975,1,1,1,0.928673668,6,0.108835403,0,3.602241394
6,13,16,47.64375,2,1,1,0.928673668,6,0.108835403,1,3.346064833
6,16,19,22.869,1,1,1,0.928673668,6,0.108835403,0,3.800584421
22,22,20,9.56505,0,1,1,0.928673668,6,0.108835403,0,3.626779276
2,3,42,19.229925,2,1,0,0.676633362,7,1.252851982,0,3.47200899
5,5,20,33.02695,2,1,0,0.439919644,2,1.659348436,0,3.57850775
1,5,31,28.1567,2,1,0,0.648766407,7,0.053924403,0,3.853761983
3,12,15,51.32215,2,1,1,0.546246659,2,0.978960677,0,3.27071633
10,12,20,38.650425,2,1,1,0.46617103,4,1.323596342,0,3.535854796
9,12,8,13.536875,1,1,1,0.676633362,7,1.252851982,0,3.853761983
10,14,11,22.037125,2,1,1,0.546246659,2,0.978960677,0,3.711927147
4,4,41,35.39855,1,1,0,0.676633362,7,1.252851982,0,3.375870845
5,5,16,63.328375,2,1,1,0.922336092,4,1.446636591,1,3.218950986
7,7,0,36.1185,2,1,1,0.928673668,6,0.108835403,0,4.075248096
3,5,35,24.699125,2,1,0,0.684711341,5,0.090462185,0,3.622700596
6,14,9,17.18805,1,1,1,0.833684897,1,0.724957857,0,3.47868842
1,5,33,53.99625,0,0,0,0.830127474,1,1.266470642,0,3.480737435
6,12,0,41.2852,2,1,1,0.928673668,6,0.108835403,1,3.913003602
7,15,19,34.778425,2,1,1,0.937716511,6,0.20537172,0,3.651262302
9,16,21,45.2177,2,1,1,0.676633362,7,1.252851982,1,3.575736422
10,12,22,9.525725,1,1,1,0.928673668,6,0.108835403,0,3.379098294
19,41,19,10.530025,1,1,1,0.928673668,6,0.108835403,0,3.086150414
9,14,9,27.724125,1,1,1,0.833684897,1,0.724957857,1,3.396376944
13,23,20,46.606175,2,1,1,0.546246659,2,0.978960677,1,3.428305745
9,19,8,24.505525,2,1,1,0.508133014,6,1.39540754,0,3.723258003
7,25,5,62.076025,2,1,1,0.928673668,6,0.108835403,1,3.680400342
13,25,5,41.76315,2,1,1,0.928673668,6,0.108835403,1,3.671511663
12,17,19,18.751975,1,1,1,0.928673668,6,0.108835403,1,3.751751398
7,7,22,28.032675,2,1,1,0.699231757,2,1.127421334,0,3.908018895
1,5,46,24.2,0,0,0,0.67632531,1,1.112770892,0,3.67452066
5,7,0,27.07375,2,1,1,0.928673668,6,0.108835403,0,3.950702848
2,7,0,27.276425,2,1,1,0.928673668,6,0.108835403,0,3.950469522
5,5,25,34.306525,2,1,0,0.858939499,4,0.320999739,0,3.386624862
8,11,13,16.023425,1,1,1,0.928673668,6,0.108835403,0,3.827210232
4,5,36,28.837325,3,1,0,0.771527543,8,0.053558575,0,3.405485355
2,19,8,24.269575,2,1,1,0.508133014,6,1.39540754,0,3.639780269
2,15,3,29.31225,2,1,1,0.928673668,6,0.108835403,1,3.77607239
10,25,14,31.8714,2,1,1,0.928673668,6,0.108835403,1,3.856081804
12,21,3,63.279975,2,1,1,0.546246659,2,0.978960677,1,3.479624853
8,21,3,75.54635,2,1,1,0.546246659,2,0.978960677,1,3.478503426
14,16,26,54.39555,2,1,1,0.928673668,6,0.108835403,1,3.72789716
6,22,17,32.76075,2,1,1,0.546246659,2,0.978960677,1,3.47939413
16,21,3,45.00595,2,1,1,0.546246659,2,0.978960677,0,3.637457426
2,14,16,30.966925,1,1,1,0.546246659,2,0.978960677,0,3.435020292
4,11,17,36.442175,2,1,1,0.551919167,6,1.348752678,1,3.448691907
13,41,19,10.530025,1,1,1,0.928673668,6,0.108835403,0,3.715421046
4,14,9,17.18805,1,1,1,0.833684897,1,0.724957857,0,3.496476532
19,22,17,52.3204,1,1,1,0.546246659,2,0.978960677,1,3.482361188
8,23,20,20.560925,1,1,1,0.546246659,2,0.978960677,0,3.44672716
31,41,19,24.6114,1,1,1,0.928673668,6,0.108835403,0,3.776504637
3,4,40,16.24425,1,1,0,0.759899299,2,1.187726606,0,3.458841006
5,12,8,18.34965,1,1,1,0.676633362,7,1.252851982,0,3.747565344
14,21,3,56.261975,2,1,1,0.546246659,2,0.978960677,1,3.703779357
4,5,35,22.630025,2,1,0,0.546246659,2,0.978960677,0,3.03903533
12,22,17,12.792725,1,1,1,0.546246659,2,0.978960677,0,3.766106462
3,4,38,25.94845,2,1,0,0.937716511,6,0.20537172,0,3.289163714
4,5,37,22.54835,2,1,0,0.91597149,5,0.033539262,0,3.251750294
11,13,21,10.626825,1,1,1,0.676633362,7,1.252851982,0,3.627149709
2,5,32,21.94335,2,1,0,0.947580304,5,0.061893116,0,3.451039956
13,16,21,19.254125,2,1,1,0.676633362,7,1.252851982,0,3.765210231
14,14,9,33.51095,2,1,1,0.928673668,6,0.108835403,0,3.782172758
9,12,27,46.14335,2,1,1,0.676633362,7,1.252851982,0,3.728922927
28,34,16,72.754275,2,1,1,0.928673668,6,0.108835403,1,3.647695916
4,4,41,22.593725,2,1,0,0.928673668,6,0.108835403,0,3.367869063
21,34,16,20.14045,2,1,1,0.928673668,6,0.108835403,0,3.843299048
24,41,19,13.403775,1,1,1,0.928673668,6,0.108835403,0,3.749053421
11,22,18,17.584325,1,1,1,0.546246659,2,0.978960677,0,3.558807738
4,4,40,23.2925,1,1,0,0.546246659,2,0.978960677,0,3.540587486
1,4,39,11.897325,2,1,0,0.652017153,4,1.842029211,0,3.659029041
4,5,36,40.17805,2,1,0,0.676633362,7,1.252851982,0,3.42968941
15,15,8,52.0058,2,1,1,0.546246659,2,0.978960677,1,3.498727691
15,16,19,22.406175,1,1,1,0.928673668,6,0.108835403,0,3.839950359
6,22,17,46.1857,2,1,1,0.546246659,2,0.978960677,1,3.55205542
5,21,3,66.450175,2,1,1,0.546246659,2,0.978960677,1,3.580271423
6,14,10,25.19825,2,1,1,0.546246659,2,0.978960677,0,3.798939974
12,21,3,63.5976,2,1,1,0.546246659,2,0.978960677,1,3.427408252
22,41,19,13.403775,1,1,1,0.928673668,6,0.108835403,0,3.773343144
5,5,38,26.108775,2,1,0,0.546246659,2,0.978960677,0,3.297497833
6,21,3,67.8205,2,1,1,0.546246659,2,0.978960677,1,3.462303927
11,21,3,61.8794,2,1,1,0.546246659,2,0.978960677,1,3.496438608
3,5,30,30.92155,2,1,0,0.42426828,4,1.308868128,0,3.314866587
1,4,39,20.5942,2,1,0,0.438822366,3,1.894810683,0,3.873295482
19,34,16,16.924875,1,1,1,0.928673668,6,0.108835403,0,3.807063528
7,21,19,11.153175,1,1,1,0.928673668,6,0.108835403,0,3.822986813
13,19,8,60.03415,2,1,1,0.508133014,6,1.39540754,1,3.619332823
4,12,8,13.204125,1,1,1,0.928673668,6,0.108835403,0,3.838168593
5,5,36,27.8421,2,1,0,0.928673668,6,0.108835403,0,3.786464254
16,17,19,14.32035,1,1,1,0.928673668,6,0.108835403,0,2.988419993
7,19,8,18.1137,1,1,1,0.928673668,6,0.108835403,0,4.019167682
4,4,40,21.1992,2,1,0,0.759899299,2,1.187726606,0,3.230542289
4,19,8,28.208125,1,1,1,0.508133014,6,1.39540754,0,3.688775866
3,5,34,27.67875,0,1,0,0.830127474,1,1.266470642,0,3.378439663
8,11,13,17.8959,1,1,1,0.928673668,6,0.108835403,0,3.834315786
2,12,9,25.2043,2,1,1,0.676633362,7,1.252851982,0,3.724953033
8,14,11,21.8042,2,1,1,0.546246659,2,0.978960677,0,3.653444834
10,14,13,49.38615,2,1,1,0.928673668,6,0.108835403,1,3.544219588
18,23,20,40.580375,2,1,1,0.546246659,2,0.978960677,0,3.459562724
8,22,17,21.2355,2,1,1,0.546246659,2,0.978960677,0,3.71423801
17,27,19,66.9977,2,1,1,0.546246659,2,0.978960677,1,3.543369241
20,22,20,29.605675,2,1,1,0.928673668,6,0.108835403,1,3.499184052
6,17,19,11.183425,1,1,1,0.928673668,6,0.108835403,0,3.719363077
8,16,19,22.869,2,1,1,0.928673668,6,0.108835403,0,3.800584421
13,21,18,45.42945,2,1,1,0.546246659,2,0.978960677,1,3.551187739
10,12,23,18.20445,1,1,1,0.546246659,2,0.978960677,0,3.729287003
10,12,23,10.844625,1,1,1,0.928673668,6,0.108835403,0,3.682077961
3,16,19,22.76615,1,1,1,0.928673668,6,0.108835403,0,3.894706922
8,14,18,42.955,2,1,1,0.907026237,4,0.313001271,1,2.928145616
9,11,17,25.667125,2,1,1,0.551919167,6,1.348752678,0,3.676118861
3,12,31,32.3433,1,1,1,0.928673668,6,0.108835403,0,3.463179656
19,21,19,32.84545,1,1,1,0.928673668,6,0.108835403,1,3.566812028
4,14,11,22.037125,2,1,1,0.546246659,2,0.978960677,0,3.678103466
7,14,11,35.165625,2,1,1,0.426398957,7,1.213320507,1,3.708966497
9,41,19,13.403775,1,1,1,0.928673668,6,0.108835403,0,3.738460172
14,22,18,44.88495,2,1,1,0.546246659,2,0.978960677,1,3.45070095
23,25,14,43.974425,2,1,1,0.928673668,6,0.108835403,1,3.708580572
20,23,20,26.804525,2,1,1,0.546246659,2,0.978960677,0,3.72066162
2,14,11,22.037125,2,1,1,0.546246659,2,0.978960677,0,3.569173683
17,23,20,13.01355,1,1,1,0.546246659,2,0.978960677,0,3.603647957
6,14,11,35.564925,2,1,1,0.426398957,7,1.213320507,0,3.697953827
13,15,9,52.105625,2,1,1,0.546246659,2,0.978960677,1,3.456532981
6,14,11,42.4589,2,1,1,0.426398957,7,1.213320507,1,3.695980427
3,6,19,35.5498,2,1,1,0.240749696,2,1.610776374,1,3.056511166
1,9,21,40.54105,2,1,1,0.38661113,2,1.40665249,1,3.319251887
19,41,19,23.1715,1,1,1,0.928673668,6,0.108835403,1,3.468003764
6,13,10,24.124375,1,1,1,0.928673668,6,0.108835403,0,3.661725185
4,22,17,21.5743,2,1,1,0.546246659,2,0.978960677,0,3.615074877
4,5,30,25.945425,2,1,0,0.378726348,6,1.314962988,0,3.358657147
2,12,20,28.698175,2,1,1,0.546246659,2,0.978960677,0,3.300789987
3,7,25,39.5065,2,1,1,0.546246659,2,0.978960677,0,3.379284547
5,5,36,28.649775,2,1,0,0.500384301,1,1.774551588,0,3.388500997
2,5,36,24.178825,1,1,0,0.349216934,7,1.295292605,0,2.864677873
13,14,11,37.978875,2,1,1,0.426398957,7,1.213320507,1,3.484205305
15,21,3,60.42135,2,1,1,0.546246659,2,0.978960677,1,3.599595913
21,22,17,25.467475,2,1,1,0.546246659,2,0.978960677,0,3.598284973
14,14,9,18.304275,1,1,1,0.833684897,1,0.724957857,0,3.486964806
9,9,22,24.48435,2,1,1,0.409397976,5,1.315061071,0,3.516724023
2,5,29,15.841925,1,1,0,0.917816729,5,0.128913283,0,2.992581944
13,17,19,11.18645,1,1,1,0.928673668,6,0.108835403,0,3.822031172
8,14,9,17.78095,1,1,1,0.833684897,1,0.724957857,0,3.531686878
2,5,31,27.96915,2,1,0,0.282050448,3,1.49646373,0,3.554376009
7,14,11,27.409525,2,1,1,0.546246659,2,0.978960677,1,3.553340645
20,22,20,20.101125,1,1,1,0.928673668,6,0.108835403,1,3.460850388
4,5,36,31.844175,2,1,0,0.699231757,2,1.127421334,0,3.534768972
14,14,9,33.0814,2,1,1,0.546246659,2,0.978960677,1,3.624767184
5,5,38,32.7789,3,1,0,0.546246659,2,0.978960677,0,3.337604645
7,22,17,48.0491,2,1,1,0.546246659,2,0.978960677,1,3.439695536
13,19,8,63.255775,2,1,1,0.508133014,6,1.39540754,1,3.465276835
9,16,18,18.20445,1,1,1,0.546246659,2,0.978960677,0,3.572540086
11,15,7,28.196025,2,1,1,0.546246659,2,0.978960677,0,3.794271377
6,12,31,28.3987,2,1,1,0.928673668,6,0.108835403,0,3.599091725
5,5,32,28.1567,4,1,0,0.648766407,7,0.053924403,0,3.99403218
9,12,21,31.23615,2,1,1,0.699231757,2,1.127421334,1,3.516145958
18,21,19,15.902425,2,1,1,0.928673668,6,0.108835403,0,3.793005406
15,22,18,17.584325,2,1,1,0.546246659,2,0.978960677,0,3.680615522
5,12,20,23.0989,2,1,1,0.546246659,2,0.978960677,0,3.657149218
3,12,23,18.20445,1,1,1,0.546246659,2,0.978960677,0,3.533208565
4,4,38,25.4705,4,1,0,0.928673668,6,0.108835403,0,3.559828359
3,5,37,25.37975,2,1,0,0.804865571,7,0.240377915,0,3.324784698
9,10,0,26.719825,2,1,1,0.240749696,2,1.610776374,0,3.637947028
2,10,0,25.878875,2,1,1,0.240749696,2,1.610776374,0,3.624774719
3,10,0,28.298875,2,1,1,0.240749696,2,1.610776374,0,3.584048241
7,10,0,28.298875,2,1,1,0.240749696,2,1.610776374,0,3.600588819
4,10,0,26.719825,2,1,1,0.240749696,2,1.610776374,0,3.594690292
9,10,0,28.298875,2,1,1,0.240749696,2,1.610776374,0,3.631000775
18,41,19,10.530025,1,1,1,0.928673668,6,0.108835403,0,3.724626458
3,4,40,13.9755,1,1,0,0.18979162,4,1.61500919,0,3.435682284
22,22,17,28.1688,1,1,1,0.546246659,2,0.978960677,0,3.607961459
8,16,22,26.641175,1,1,1,0.676633362,7,1.252851982,0,3.549108457
15,21,3,52.4293,2,1,1,0.546246659,2,0.978960677,0,3.636640028
3,12,8,13.204125,1,1,1,0.928673668,6,0.108835403,0,3.788007973
2,14,9,27.288525,2,1,1,0.928673668,6,0.108835403,0,3.764502929
5,10,0,28.56205,2,1,1,0.240749696,2,1.610776374,0,3.645116669
7,10,0,26.719825,2,1,1,0.240749696,2,1.610776374,0,3.622069265
3,5,31,31.2785,2,1,0,0.546246659,2,0.978960677,0,3.338442733
14,22,18,17.602475,1,1,1,0.546246659,2,0.978960677,0,3.473381789
14,14,9,17.78095,1,1,1,0.833684897,1,0.724957857,0,3.56406364
29,41,19,13.403775,1,1,1,0.928673668,6,0.108835403,0,3.70231626
3,21,3,76.05455,2,1,1,0.546246659,2,0.978960677,1,3.50691398
9,21,3,61.00215,2,1,1,0.546246659,2,0.978960677,1,3.590292044
4,4,37,31.44185,2,1,0,0.845512686,4,1.499339189,0,3.470992358
11,21,3,76.01825,2,1,1,0.546246659,2,0.978960677,1,3.507377069
18,21,3,49.092725,2,1,1,0.546246659,2,0.978960677,1,3.669018558
16,21,3,56.655225,2,1,0,0.546246659,2,0.978960677,0,3.684654791
7,14,10,11.75515,1,1,1,0.928673668,6,0.108835403,0,3.773554846
32,41,19,12.1847,1,1,1,0.928673668,6,0.108835403,0,3.831649377
8,22,17,27.427675,2,1,1,0.546246659,2,0.978960677,0,3.603602964
2,12,31,34.602975,2,1,1,0.928673668,6,0.108835403,0,3.490098406
37,41,19,14.904175,1,1,1,0.928673668,6,0.108835403,0,3.759677064
3,4,40,23.2925,1,1,0,0.546246659,2,0.978960677,0,3.286884491
2,4,39,21.069125,2,1,0,0.459705659,1,1.595647433,0,3.599969327
8,13,17,22.5907,2,1,1,0.676633362,7,1.252851982,0,3.831925635
9,14,9,42.0596,2,1,1,0.546246659,2,0.978960677,1,3.555330128
17,21,3,61.6979,2,1,1,0.546246659,2,0.978960677,1,3.548037713
3,12,8,18.3678,1,1,1,0.928673668,6,0.108835403,0,3.753003186
9,14,18,44.84865,2,1,1,0.907026237,4,0.313001271,1,3.583703028
2,4,39,21.916125,1,1,0,0.54944244,11,0.096022079,0,3.54861381
4,4,37,29.8023,2,1,0,0.845512686,4,1.499339189,0,3.314477642
19,22,17,44.137775,2,1,1,0.546246659,2,0.978960677,1,3.416192035
21,21,3,101.467575,2,1,1,0.546246659,2,0.978960677,1,3.719873307
4,5,37,25.152875,2,1,0,0.771527543,8,0.053558575,0,3.333442419
17,21,3,45.1814,2,1,1,0.546246659,2,0.978960677,0,3.828562966
8,11,13,15.327675,1,1,1,0.928673668,6,0.108835403,0,3.814723191
11,21,3,66.187,2,1,1,0.546246659,2,0.978960677,1,3.562934861
9,26,22,55.566225,2,1,1,0.546246659,2,0.978960677,1,3.291346426
4,4,40,25.70645,1,1,0,0.928673668,6,0.108835403,0,3.407032229
10,22,18,17.541975,1,1,1,0.546246659,2,0.978960677,0,3.561150462
12,14,11,28.153675,1,1,0,0.426398957,7,1.213320507,0,3.597842027
8,10,0,29.10655,2,1,1,0.240749696,2,1.610776374,1,3.684441537
4,10,0,28.56205,2,1,1,0.240749696,2,1.610776374,0,3.583838124
5,14,8,38.08475,2,1,1,0.508133014,6,1.39540754,0,3.658688501
16,16,19,20.748475,2,1,1,0.937716511,6,0.20537172,0,3.845594648
13,15,7,35.79785,2,1,1,0.546246659,2,0.978960677,1,3.619396197
8,21,18,10.35155,1,1,1,0.546246659,2,0.978960677,0,3.783933491
4,5,32,32.636725,2,1,0,0.763254306,1,1.199300071,0,3.291794567
5,21,16,42.27135,2,1,1,0.546246659,2,0.978960677,1,3.671830678
5,12,23,38.323725,2,1,1,0.546246659,2,0.978960677,0,3.553104002
8,22,21,23.386275,2,1,1,0.91597149,5,0.033539262,0,3.686669817
2,5,28,36.3968,2,1,0,0.146506404,2,1.697627666,0,3.299577849
9,16,19,20.778725,2,1,1,0.937716511,6,0.20537172,0,3.839005118
3,14,16,24.759625,2,1,1,0.928673668,6,0.108835403,0,3.598454998
16,22,18,17.602475,1,1,1,0.546246659,2,0.978960677,0,3.597486781
8,21,16,23.598025,1,1,1,0.546246659,2,0.978960677,0,3.840627101
17,29,16,47.5651,2,1,1,0.928673668,6,0.108835403,1,3.712235906
20,27,19,52.64105,1,1,1,0.546246659,2,0.978960677,0,3.431390803
8,8,23,37.543275,2,1,1,0.436571707,4,1.2195526,0,3.699353772
2,5,22,23.7644,2,1,1,0.858939499,4,0.320999739,1,3.483078772
4,22,21,23.386275,2,1,1,0.91597149,5,0.033539262,0,3.567330249
11,19,18,27.72715,2,1,1,0.676633362,7,1.252851982,0,3.838221967
11,16,22,26.641175,2,1,1,0.676633362,7,1.252851982,0,3.601661361
1,5,37,29.4756,2,1,0,0.455263352,4,1.979177798,0,3.722613407
25,41,19,12.1847,1,1,1,0.928673668,6,0.108835403,0,3.667722561
3,7,35,11.132,1,1,1,0.928673668,6,0.108835403,0,3.755871283
9,12,20,23.8249,2,1,1,0.546246659,2,0.978960677,1,3.657791299
11,41,19,27.784625,2,1,1,0.928673668,6,0.108835403,0,3.694621182
17,21,3,61.9641,2,1,1,0.546246659,2,0.978960677,1,3.560049674
19,21,3,61.9641,2,1,1,0.546246659,2,0.978960677,1,3.570549829
8,21,3,76.01825,2,1,1,0.546246659,2,0.978960677,1,3.505403528
10,14,8,37.863925,2,1,1,0.508133014,6,1.39540754,0,3.647293196
2,10,0,26.719825,2,1,1,0.240749696,2,1.610776374,0,3.578104785
3,10,0,29.10655,2,1,1,0.240749696,2,1.610776374,1,3.622149725
1,10,0,24.275625,2,1,1,0.240749696,2,1.610776374,1,3.742268174
8,12,9,12.66265,1,1,1,0.928673668,6,0.108835403,0,3.837496343
7,21,3,73.359275,2,1,1,0.546246659,2,0.978960677,1,3.541932533
13,19,18,34.657425,1,1,1,0.676633362,7,1.252851982,1,3.560813311
8,10,0,28.298875,2,1,1,0.240749696,2,1.610776374,0,3.590892233
8,10,0,15.69975,2,1,1,0.240749696,2,1.610776374,0,3.67881247
19,22,18,17.584325,1,1,1,0.546246659,2,0.978960677,0,3.558807738
8,41,19,10.530025,0,0,1,0.928673668,6,0.108835403,0,3.733747904
13,26,22,32.939225,2,1,1,0.546246659,2,0.978960677,0,3.501961686
4,5,29,36.303025,2,1,0,0.346990414,7,1.304227816,0,3.237138896
12,14,9,17.78095,0,0,1,0.833684897,1,0.724957857,0,3.371424617
6,14,22,18.4041,1,1,1,0.676633362,7,1.252851982,0,3.888046501
10,16,19,22.363825,1,1,1,0.928673668,6,0.108835403,0,3.802671616
4,5,33,22.182325,2,1,0,0.349216934,7,1.295292605,0,3.381028362
9,21,3,75.882125,2,1,1,0.546246659,2,0.978960677,1,3.586853942
4,5,34,28.28375,2,1,0,0.830127474,1,1.266470642,0,3.31480374
6,11,13,18.086475,1,1,1,0.928673668,6,0.108835403,0,3.354977747
10,21,3,74.30005,2,1,1,0.546246659,2,0.978960677,1,3.539377457
8,11,13,16.023425,1,1,1,0.928673668,6,0.108835403,0,3.806619912
4,21,16,22.672375,2,1,1,0.546246659,2,0.978960677,0,3.736022274
1,5,32,40.25065,2,1,0,0.855263806,7,0.022620991,0,3.870278991
2,14,22,39.9542,2,1,1,0.301837992,1,1.999899957,1,3.418834798
10,12,26,51.264675,2,1,1,0.928673668,6,0.108835403,1,3.57302608
7,34,16,16.924875,1,1,1,0.928673668,6,0.108835403,0,3.703440501
3,12,21,33.846725,1,1,1,0.546246659,2,0.978960677,0,3.673980077
4,5,37,26.949725,2,1,0,0.546246659,2,0.978960677,0,3.348448158
4,5,36,26.57765,2,1,0,0.437287208,4,1.997085269,0,3.437223226
3,4,20,33.18425,2,1,0,0.143653821,3,1.654546542,0,3.053543583
8,12,9,12.77155,1,1,0,0.928673668,6,0.108835403,0,3.898137094
4,5,31,30.70375,2,1,0,0.94527531,6,0.133053789,0,3.432817703
21,21,3,106.2017,2,1,1,0.546246659,2,0.978960677,1,3.72042272
5,14,10,26.199525,1,1,1,0.928673668,6,0.108835403,0,3.837744851
3,5,38,33.846725,2,1,0,0.727240777,5,0.048694232,0,3.239553107
4,5,35,24.6114,2,1,0,0.892314005,6,0.056862101,0,3.368529148
5,10,0,26.719825,2,1,1,0.240749696,2,1.610776374,0,3.588502918
3,12,9,19.447725,1,1,1,0.676633362,7,1.252851982,1,3.461098218
5,26,22,36.8082,2,1,1,0.546246659,2,0.978960677,1,3.338181588
10,10,0,30.682575,2,1,1,0.240749696,2,1.610776374,1,3.615687208
5,10,0,25.878875,2,1,1,0.240749696,2,1.610776374,0,3.588059062
4,7,25,39.5065,2,1,1,0.546246659,2,0.978960677,0,3.519851624
12,22,17,23.694825,0,1,1,0.546246659,2,0.978960677,1,3.317383944
10,12,0,41.270075,2,1,1,0.928673668,6,0.108835403,1,4.080136044
10,21,3,70.449225,2,1,1,0.546246659,2,0.978960677,1,3.549134406
1,5,29,31.18775,2,1,0,0.583457841,3,1.892453608,0,3.306607338
11,21,3,66.450175,2,1,1,0.546246659,2,0.978960677,1,3.612459721
13,14,12,33.0814,2,1,1,0.426398957,7,1.213320507,0,3.601947822
13,34,16,15.2339,1,1,1,0.928673668,6,0.108835403,0,3.7766155
3,15,9,33.7469,2,1,1,0.546246659,2,0.978960677,0,3.514394706
9,10,0,26.719825,2,1,1,0.240749696,2,1.610776374,0,3.588502918
1,5,33,18.534175,1,1,0,0.759899299,2,1.187726606,0,3.858638483
11,21,3,73.359275,2,1,1,0.546246659,2,0.978960677,1,3.603917841
4,10,0,30.682575,2,1,1,0.240749696,2,1.610776374,1,3.60244996
4,10,0,26.719825,2,1,1,0.240749696,2,1.610776374,0,3.583317367
10,15,8,10.850675,1,1,1,0.546246659,2,0.978960677,0,3.438376718
4,25,6,62.0004,2,1,1,0.928673668,6,0.108835403,1,3.65399784
9,26,22,12.6445,1,1,1,0.546246659,2,0.978960677,0,3.555544627
5,10,0,28.56205,2,1,1,0.240749696,2,1.610776374,0,3.595437365
13,15,9,44.01375,2,1,1,0.546246659,2,0.978960677,1,3.534709486
18,19,9,24.505525,1,1,1,0.508133014,6,1.39540754,0,3.79549805
11,14,26,45.626075,2,1,1,0.42426828,4,1.308868128,0,3.398888892
6,14,14,29.5603,2,1,1,0.928673668,6,0.108835403,0,3.686464776
10,12,9,20.143475,1,1,1,0.676633362,7,1.252851982,1,3.617384074
13,27,19,57.1967,1,1,1,0.546246659,2,0.978960677,0,3.532772269
12,15,9,32.54295,1,1,1,0.546246659,2,0.978960677,1,3.417709531
2,4,39,20.21305,2,1,0,0.219653808,6,1.420025445,0,3.470971643
13,23,20,38.0787,2,1,1,0.546246659,2,0.978960677,0,3.440437673
2,5,32,33.52305,1,1,0,0.947580304,5,0.061893116,0,2.954724584
1,5,31,37.264975,1,1,1,0.94527531,6,0.133053789,0,3.542221195
5,13,17,64.52325,0,1,1,0.551919167,6,1.348752678,1,2.975424829
4,4,41,30.55855,2,1,1,0.613304514,4,1.75584765,0,3.565588847
10,41,19,13.403775,1,1,1,0.928673668,6,0.108835403,0,3.738460172
10,12,24,11.988075,0,1,0,0.928673668,6,0.108835403,0,3.651626673
22,22,17,12.574925,1,1,1,0.546246659,2,0.978960677,0,3.647431442
25,41,19,50.320875,2,1,0,0.928673668,6,0.108835403,1,3.537642146
5,5,32,26.762175,1,1,0,0.571310872,9,0.049263257,0,3.489246265
11,22,17,26.4264,1,1,1,0.546246659,2,0.978960677,0,3.683539487
10,12,10,47.549975,2,1,1,0.546246659,2,0.978960677,1,3.632398628
3,13,16,36.06405,2,1,1,0.928673668,6,0.108835403,0,3.542448578
6,7,25,42.546625,2,1,1,0.699231757,2,1.127421334,0,3.4427446
4,5,36,26.036175,1,1,0,0.699231757,2,1.127421334,0,3.280151313
